symbol	globalScore	gwasCredibleSets	geneBurden	eva	genomicsEngland	gene2Phenotype	uniprotLiterature	uniprotVariants	orphanet	clingen	cancerGeneCensus	intogen	evaSomatic	cancerBiomarkers	chembl	crisprScreen	crispr	reactome	europepmc	expressionAtlas	impc	maxClinicalTrialPhase	isInMembrane	isSecreted	hasLigand	hasSmallMoleculeBinder	hasPocket	mouseOrthologMaxIdentityPercentage	hasHighQualityChemicalProbes	geneticConstraint	mouseKoScore	geneEssentiality	hasSafetyEvent	isCancerDriverGene	paralogMaxIdentityPercentage	tissueSpecificity	tissueDistribution
ZC3HAV1	0.01153622941261332	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09488110701033511	No data	No data	0	0	0	0	0	0	No data	-0.5747380033094318	No data	0	No data	No data	0	0.5	-1
ENSG00000279798	0.011529310192983852	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09482419905587179	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
C17orf113	0.011528842137071019	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0948203494736934	No data	No data	No data	No data	No data	No data	No data	No data	No data	-0.1139547710976282	No data	No data	No data	No data	0	-1	0
MTSS1	0.011518572137673206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09473588262781095	No data	No data	No data	1	0	0	0	0	0.8410600000000003	No data	-0.8603419746276889	-0.8070653467896596	0	No data	No data	0	-1	-1
WLS	0.011514532971599488	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09470266202038667	No data	No data	No data	0	0	0	0	0	0.8059150000000003	No data	-0.714065085493657	-0.7801135958882968	0	No data	No data	No data	-1	-1
RBM14	0.01151097521843802	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09467340085138977	No data	No data	No data	0	0	0	0	0	0.9177900000000001	No data	-0.9589630446773304	-0.5938851849848659	-1	No data	No data	0	-1	-1
ST14	0.011498039923524056	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09456701296180772	No data	No data	No data	0	0	1	1	0	0.09356500000000026	0	-0.5817981246552675	-0.8850626743797929	0	No data	No data	0	0.5	0
MARCKSL1	0.01149628211457802	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09455255565060602	No data	No data	No data	1	0	0	0	0	0.8205150000000003	No data	-0.10987313844456703	-0.6729351208494924	0	No data	No data	0	0.5	-1
ACACA	0.011494323440426373	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09453644629934972	No data	No data	0.75	0	0	1	1	1	0.8027700000000003	No data	-0.8222835079977937	-0.5834248719176593	0	-1	No data	-0.3453624999999999	-1	-1
REEP1	0.011482417881479494	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09443852759714175	No data	No data	0	0	0	0	0	0.7887349999999997	No data	-0.09089906232763378	-0.3248274518553382	0	No data	No data	0	0.5	0
ENSG00000272249	0.011466614377483744	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09430854977682208	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
CYP2A7	0.011463842389881717	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09428575123122349	No data	No data	0	0	0	1	0	0.18016000000000004	No data	0.33050193050193055	0	0	No data	No data	-0.8431175	1	0.5
CHAT	0.011456975495225757	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980128	No data	No data	No data	No data	No data	0	1	0	0	No data	0.008163265306122547	-0.7982722745351941	0	No data	No data	0	0.75	0.5
SMARCD3	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0.9896500000000004	No data	-0.8241588527302813	-0.9214260697525412	0	No data	No data	-0.3271225000000001	0.5	-1
SPRED1	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0.6621600000000001	No data	-0.6937672366243794	-0.829306079299772	0	No data	No data	0	-1	0
CLIC2	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	1	0	0	0	0	No data	No data	No data	No data	0	No data	No data	-0.08907000000000007	-1	-1
COL4A6	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	1	0	1	0	0	0	0	No data	No data	0	0	No data	No data	0	0.5	0
CRB2	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	1	1	0	0	0	0	No data	0.3907335907335907	-0.838253330219233	0	No data	No data	0	0.5	0.5
RAB2A	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	1	1	0.9292450000000002	No data	0.10369553226696082	0	0	No data	No data	-0.6226424999999999	-1	-1
GABARAP	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	1	No data	0.6397131825703255	No data	0	No data	No data	-0.6581199999999999	-1	-1
ANGPTL8	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	1	0	0	0	0	No data	0.8200772200772202	-0.21805087018981428	0	No data	No data	No data	1	0
FLVCR2	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	1	0	0	0	0	0.3345999999999997	No data	-0.11958080529509096	-0.895290720343885	0	No data	No data	0	0.5	0
BMP2K	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	1	1	0	0.11713999999999984	1	-0.33667953667953665	-0.011453818198359778	0	No data	No data	0	-1	-1
SETD1A	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	No data	No data	-0.90292333149476	-0.7032381478135802	-1	No data	No data	0	-1	-1
FXYD4	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0	No data	0.22989520132377272	-0.21021204450098724	0	No data	No data	0	1	0.5
LINC00941	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
TBRG4	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0	No data	-0.2462217319360176	No data	0	No data	No data	0	-1	-1
ATG4A	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	1	1	0.6105550000000001	No data	No data	0	0	No data	No data	0	-1	-1
ANAPC4	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0.6720300000000001	No data	-0.3554329840044126	No data	-1	No data	No data	No data	-1	-1
IL18RAP	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	0.5	1	0	0	0	0	0	No data	-0.22305570876999448	-0.036946524187973784	0	No data	No data	0	1	0
TLK2	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	1	1	0	0.9666649999999997	No data	-0.9936017650303365	-0.7951270916369243	-1	No data	No data	-0.32666749999999994	-1	-1
CYRIA	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.030396539880581056	0.08663013865965599	No data	No data	0	0	0	0	0	0.9845199999999998	No data	-0.5494760066188638	-0.6285074818796199	0	No data	No data	-0.48916499999999985	0.5	-1
FOXQ1	0.011456975495225754	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09422927362980127	No data	No data	No data	0	0	0	0	0	0	No data	0.9669056811913954	0	0	No data	No data	0	0.5	0
CRTC2	0.011436443281076606	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09406040396379804	No data	No data	No data	0	0	0	0	0	0.6031750000000002	No data	-0.6854936569222283	-0.6381777736185498	0	-1	No data	0	-1	-1
EGLN1	0.011415911066927456	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.0938915342977948	No data	No data	1	0	0	1	1	0	0	1	-0.38091560948703806	-0.9273448531213732	0	No data	No data	0	0.75	-1
KBTBD11	0.011401377013573206	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09377199722703487	No data	No data	0	0	0	0	0	0.07704499999999967	No data	0.9789299503585218	-0.07791579250156694	0	No data	No data	0	0.5	0
BMS1	0.011398306113289472	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09374674023811608	No data	No data	No data	0	0	0	0	0	0.32917500000000005	No data	-0.680419194704909	-0.4882984078352451	-1	No data	No data	0	-1	-1
GUCA1B	0.011395011508943606	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09371964336821896	No data	No data	0	0	0	0	0	0.425	No data	0.4511858797573083	0	0	No data	No data	0	1	0
ENSG00000258068	0.011381415575887857	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09360782198074227	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
UNC5C	0.011370168276988096	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.012158615952232422	0.09047566322944507	No data	No data	1	0	0	0	0	0.8549950000000003	No data	-0.5100937672366244	-0.8261556485690021	0	No data	No data	-0.08700250000000001	0.5	0
ENSG00000266654	0.011355515751722873	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.09339480576025519	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
FIGN	0.011353493135914038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.093378170513145	No data	No data	0	0	0	0	0	0.8945999999999998	No data	-0.9051296194153337	-0.8468429773009273	0	No data	No data	0	-1	0
ENSG00000274964	0.011353493135914038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.093378170513145	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data
ANO4	0.011353493135914038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.093378170513145	No data	No data	1	0	0	0	0	0.9162300000000002	No data	-0.6011031439602867	0	0	No data	No data	-0.04973749999999999	0.5	0.5
ARHGAP18	0.011353493135914038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.093378170513145	No data	No data	1	0	0	0	0	0.23830999999999988	No data	-0.06497517926089358	-0.9190814849900277	0	No data	No data	0	-1	-1
IGDCC4	0.011353493135914038	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	No data	0.093378170513145	No data	No data	0	0	0	0	0	0.4079999999999998	No data	-0.2719249862107005	No data	0	No data	No data	0	0.5	0
